followeeName,Final_Content_Similarity,Final_User_Affinity,User-Followee_Behaviour
djangoproject,0,0.0,NN
dkmf13,0,0.0,NN
dougaled,0,0.0,NN
due,0,0.0,NN
ericschmidt,0,0.0,NN
fbplatform,0,0.0,NN
gdg_nd,0,0.0,NN
girls_inc,0,0.0,NN
girlsforachange,0,0.0,NN
gmail,0,0.0,NN
googlecodejam,0,0.0,NN
googledevs,0,0.0,NN
googlestudents,0,0.0,NN
gstorro,0,0.0,NN
gsuite,0,0.0,NN
guptaaparna,0,0.0,NN
hack4_india,0,0.0,NN
himalibajaj,0,0.0,NN
iamsrk,0,0.0,NN
iamthatgirl,0,0.0,NN
illogicalindia,0,0.0,NN
innomag_no,0,0.0,NN
inspotlight,0,0.0,NN
joelcomm,0,0.0,NN
johnrampton,0,0.0,NN
karanjohar,0,0.0,NN
kelseybhayes,0,0.0,NN
kritika_sweet02,0,0.0,NN
larryGoogle,0,0.0,NN
leaninumich,0,0.0,NN
leolaporte,0,0.0,NN
lisakardos,0,0.0,NN
marissamayer,0,0.0,NN
mboverell,0,0.0,NN
megha00021,0,0.0,NN
mesy_123,0,0.0,NN
michbirdy,0,0.0,NN
moblico,0,0.0,NN
monabharadwaj,0,0.0,NN
murriner,0,0.0,NN
myriadbird,0,0.0,NN
narendramodi,0,0.0,NN
newcodemedia,0.764652542532,0.04365876969,CC
olivercameron,0.66786453542,0.05436586879,CC
paarth_gandhi,0.8967644253253,0.047675876868768,CC
paulxmccarthy,0.8757646534324,0.0536547586876,CC
polifeminine,0.9866745424324,0.0254758687688,CC
poornima,0.866454344,0.0453647575765,CC
prerna_killedar,0.8857646334,0.07867576654653,CC
priyankachopra,0.43476587686,0.098676454342,CC
rajatrarora,0.765465452532,0.09868673542,CC
rm_wit,0.67576575,0.0654757576,CC
salaryfairy,0.65764747,0.042332435656,CC
sandrapowell1,0.72537477,0.0026456876,CC
santaponza,0.6212536476,0.005465464646,CC
sheplusplus,0.87687687686,0.00987686785765,CC
smitapmishra,0.564653364,0.087564753653,CC
soumyajindal,0.876746533565254,0.04245365866876,CC
steminist,0.6746535435,0.098685654543,CC
stonebirdgames,0.687687678,0.0655465464,CC
superfitmummy,0.625364868,0.09878754325,CC
takeleadwomen,0.5979756243,0.043243543646,CC
tanvinarang19,0.5435435356,0.0043643645,CC
tedcoine,0.878685,0.056467586,CC
themanjain,0.96976864654,0.09879675758,CC
theshaunagraham,0.234546475476,0.0987986785546435,CC
tux4kids,0.76756646535,0.054353543535,CC
twitlive,0.9786875764653,0.04243243543535,CC
udaykhurana,0.6755765757,0.04653636536,CC
voscercles,0.8768758586865,0.056456456365,CC
women2,0.53546576585,0.076876876868,CC
womenbiz_rr,0.74576476467,0.0989787574,CC
womenintech,0.59898687,0.023435447,CC
womenintecuk,0.67879879,0.067867576,CC
work_adda,0.556768768,0.0,CC
