retweet
never afraid break invis boundari set societi never stop learning
life lesson past generation An ode unsung woman trail blaze n inspir gener
whi mom make best entrepreneurst talk leaningin
repost On averag woman paid le men worldwid here look gender p…
get readi FB live lean In moder train session presid for detailscheck
